text,label
"Заказывала утеплитель для труб. Очень приятно, что бывают скидки и бесплатная доставка) Хороший товар, отлично держит тепло. А еще провели мне консультацию по ассортименту, за что отдельное спасибо! Рекомендую.",positive
Очень хорошая пижама! Рекомендую!,positive
"Очень уютная обстановка. Приветливый и внимательный персонал. Чисто, аккуратно и по-домашнему. Еда очень вкусная.\n",positive
Все полностью соответствует описанию. На моем фото цвет немного бледнее. Спасибо!,positive
"Обожаю наш Магнит. Сотрудники и кассиры- вежливые, всегда придут на помощь. Ассортимент пополняется. Никогда не видела просроченных товаров. Постоянно идёт уборка помещения. Молодцы!!!!",positive
Где я покупапаю на 5 это масло вурнарское конфеты печенье говорят правду печенье пряники Пенза не советую черствеют через сутки,positive
"Классные штаны, но я не угадала с размером. Большие",positive
"товар соответствует картинке!!
Размер в размер..",positive
"Брала с родителями на две ночи. Отель с виду не очень, но внутри всё прекрасно. Дизайн необычный, в каком-то восточном стиле. В номерах всё современное, приятно находится. Завтраки вкусные и убираются часто. Также отель находится в 3-5 минутах от метро, что безумно удобно. Цена и качество на высоте. Рекомендую",positive
"23.01.23 заказала букет с доставкой 24.01.23 на День Рождения мамы. Оформила все быстро и понятно. Очень переживала за качество букета, т.к. в отзывах информация разнИца. НО, все на высшем уровне! Качество букета отличное, все цветочки свежие и целые. Курьер приехал ровно в указанный промежуток времени! Букет выглядит дорого и со вкусом! Мама счастлива-а это главное! Огромное спасибо!!!!",positive
"Очень красивое и яркое платье!
Принт четкий, запаха нет, нитки не торчат. Единственный минус - ткань. Очень очень плотная синтетика. Не смотря на то, что платье как бы летнее, боюсь летом в нем будет очень жарко.
Кстати, ткань вообще не тянется! Учитывайте это при заказе. Я взяла на размер больше, но грудь впритык просто влезла",positive
"Меняли заднее стекло, ребята все сделали аккуратно и быстро. Цены доступные! Персонал приветлив и вежлив! Большое спасибо!",positive
"Отличный отель! Расположен в доме Бенуа с характерной парадной и консьержем на входе)) В отеле есть все необходимое для комфортного проживания. У меня были окна во двор, поэтому было достаточно тихо ночью. Расположение на Каменноостровском для меня было удачным, и метро рядом и если хочется пешком до Исакиевского, тоже вполне за 30-40 минут. Рядом есть аптеки, магазины, кафе. Очень приветливые администраторы👍планирую еще останавливаться именно в этом отеле",positive
"Выбрала данный центр косметологии по отзывам и не ошиблась. Сервис на высшем уровне, очень приятная атмосфера. Лидия Григорьевна - врач большой души, перезаписала к другому специалисту на безвозмездной основе, после осмотра, чему я была приятно удивлена. Здесь чувствуешь себя по-настоящему значимым и важным клиентом, которому хотят помочь. Место, в которое хочется вернуться ни один раз!",positive
"Здравствуйте! Хотела от лица всей нашей большой семьи, выразить вам благодарность за столь уютный отдых, который мы провели на этих выходных👍🙏🏻\nСпасибо за ватрушки с горкой, за набор продуктов и всего самого необходимого для проживания в домике, за баньку с чаем и всякими вкусняшками к нему, и много ещё за что) перечислять можно долго!!!\nСпасибо администратору Наталье, она вообще большая умничка! Реагировала моментально на все наши просьбы и пожелания! Это сейчас дорогого стоит, в наше время, такая забота👌Даже носочки шерстяные всем принесла, чтобы наши ножки не мерзли) В общем только процветания вам и всего самого хорошего!!! Мы обязательно вернёмся, теперь только к вам!!!🤗Спасибоооо!!!!💜",positive
"Персонал вежлив и отзвчив,всегда помогут с выбором. Огромный выбор инструмента и техники,практически для любого вида деятельности, также есть спортивное снаряжение. Качество га высоком уровне. Сотрудники помогут оформить со скидками и ознакомят с акциями.",positive
Мягкое платешко. Спасибо ⚘,positive
"Отличное место, приятная веранда и вкусная еда. Мы дважды подряд тут завтракали большой компанией, перепробовали все завтраки, и все очень вкусно. Мне особенно понравились тосты цельнозерновые, хлеб фантастически вкусный.",positive
"Пока живем в квартире, которая нам дoсталась от родителей. Рязанский район, нам родной, я его люблю и уезжать не планируем. Он несколько далек от идеала, но свое, родное). Давно думаем о покупке квартиры в новoстрое. Из всех новых комплексов, нам очень импонирует ЖК Михайлова, 31. Классный такой, всего несколько корпусов, закрытая территoрия, уютный двор. Качество хорошее и цена соответствующая. Мы ездили на разведку, недалеко от ЖК есть магазины, кафе, поликлиника, несколько детских садов и школ, думаю офoрмится в один из них не составит большого труда. То, что парковок не хватает, так сейчас везде. До метро минут 10 пешком.",positive
"Товар отличный , пришёл быстро. Описание соответствует. Размер 37 идеально подошли , упаковка аккуратная",positive
Большой выбор шин для легковых и грузовых автомобилей. Опытные шиномонтажники. Хорошо и быстро работают. Хорошие и отзывчивые продавцы. Мне понравилось.,positive
Уютное место для романтического вечера. Бесподобная еда и вино. Дружелюбные официанты и приятная обстановка в целом. Обязательно вернёмся к вам.,positive
"Брюки отличные, теплые,сидят идеально.На рост 170см длина хороша.На ОБ98см размер L подошел в идеале.Доставка 20 дн.Продавцу огромное спасибо.",positive
"заказ получила через 18 дней, ткань нормальная, сидит отлично, нужен антистатик, так как магнитит, а в основном все отлично",positive
Шла долго. Сама блузка красивая и приятная к телу. Размер подошёл. Все супер,positive
"Сегодня впервые была в данной стоматологии, осталась очень довольна. Внутри чисто, персонал отзывчивый. Отдельное спасибо доктору Карсаковой, качественно предоставила услугу, дала квалифицированный комментарий по дальнейшим действиям.",positive
клевая кофта.тепленькая.заказываю второй раз.в подарок резинка для волос.доставка 1 месяц до Калининграда,positive
"Начну с того что я выбирал кондиционер 5 дней, рынок очень большой и каждый хочет оторвать побольше))), мониторил цены 5 дней повторюсь, в итоге остановился на даной моделе по фото, итог цены нормальные нашел только в 4 местах, но остальные только в будни мол в наличии нет у них, а в этой фирме есть в наличии и большой плюс им за это установили в этот же день, пыли нет (но совсем не значительно ), насчет многие пишут цены ломят, а где вы еще дешевле найдете, всегда можно договорится и сделают скидку, я показал факты что есть дешевле, они мне еше сделали дешевле))) , в итоге установили в выходной день, бригада из 2 человек, отдыхать не отдыхают прям делают как для себя - даже лучше. Спасибо вам за установку и процветание вашему магазину, моного заказов -значить много работы))).",positive
"Втемпе- это просто супер место. Помимо спорта ты получаешь положительные эмоции, новые знакомства. Это не просто фитнес- клуб, это клуб Девичник. А тренер Юлия- самый главная батарейка. Спасибо большое за это место встреч )))",positive
"Торговый центр на уровне. Хорошего класса по наполнению и выбору товаров. Хороший фуд-корт . Внизу огромный якорный продуктовый,\nЕсть достаточно вместительная парковка. Из минусов - с одной стороны улицы заезд на парковку предполагает что ты сперва заезжаешь на боковую улочку направо , там каким то образом разворачиваешься и только потом под светофор заезжаешь на перековку. Странно что хозяева ТЦ не добились, чтобы им поставили светофор со стрелкой налево для нормального заезда на парковку.",positive
"Работать с банком начал после рекомендации партнеров и не пожалел. При работе ИП без наемных работников - практическая поддержка банка (без дополнительных затрат!), напоминают про оплату налогов и есть форма КУДИР. Доступно и просто. В чате всегда отвечают и поясняют при необходимости. При этом безусловно есть дополнительные опции по сотрудничеству, начиная с бухгалтерии и заканчивая интернет-эквайрингом (облачные чеки). Рекомендую.",positive
"Очень понравилось нам там. Будем ходить теперь всей семьёй. К каждому особый подход, как будто приехал к родным. Спокойная обстановка, классическая музыка, даже проверили на удачу..... Мило, стильно, быстро без проблем. Парикмахер Зауреш, профессиональный парикмахер, даже ни один волос не потянула. Массажный эффект. Просто кайф.",positive
Супер администратор! На все вопросы ответила и все подсказала,positive
"Спасибо большое тренеру Ирине, очень внимателтная и знающая свое дело девушка!!! Хожу с большим удовольствием. \nЗал хорошо оборудован, хорошее месторасположение. \n",positive
"Очень хорошая клиника с отличными специалистами! Замечательное отношение к пациентам что очень важно! Клиника красивая, чистая, дорого выглядит и при этом цены приятно удивили, да еще и консультация бесплатная🤪сделала чистку и пломбу по акции😋Спасибо за всё! 🦷",positive
"Ездили погостить в Казань, и решили хорошенько отдохнуть. Пошли в этот бар, отлично провели время. Цены адекватные, большое разнообразие напитков)",positive
"Можно много лить воды в комментариях, но по поводу питания в кафе ""Friends and Burgers "" можно сказать только одно. То, что там приготовлено действительно вкусно. Мне больше нечего сказать.",positive
"Нормальное обслуживание, работает давно и есть огромный выбор сигарет, работают до позднего вечера всегда вежливый продавец. Так что спасибо за работу магазин отличный",positive
"Несколько раз воспользовался этим пунктом для отправки. Персонал приветливый и обслуживает быстро. При оформлении бумаг тоже особых задержек или притензий не возникает. К сожалению есть непонимание с подъездом на автомобиле, это тротуар или всё таки можно заезжать поближе?! Стараюсь парковаться либо на ближайшей парковке, либо во внутреннем дворе. Соответственно нести отправление в руках, благо отправлял не гири ;) В целом - доволен уровнем обслуживания!👍звезды только из-за парковки. Рекомендую!!!",positive
"Отличный магазин с прекрасным доброжелательным персоналом! Ходим туда каждый день, потому что рядом с домом) Любим этот магазин за то, что в нем есть почти все по самым демократичным ценам. Я ждала открытие этого магазина так, что стояла у двери в день его открытия и стала первым покупателем 😄\nОтдельно хочу поблагодарить за то, что пускаете к себе с собакой)",positive
"Великолепная кофточка отличного фабричного качества! Размер М на 40-42 русс. Подошло хорошо, немного свободно. Материал чистый хлопок, кофта очень мягкая и приятная к телу.",positive
"Понравился кинотеатр. Думала что будет похуже. Экран не супер большой, посадочных мест тоже меньше, чем в других местах. Но всё очень здорово, чистенько и цивильно.\nОтдельное спасибо сотрудникам ДК, которые объяснили как пройти до кино. Очень вежливые",positive
"Отличный салон, мне, как достаточно придирчивому человеку в плане маникюра все очень понравилось. Очень вежливая мастерс которой можно не только сделать красивые ногти, но и просто поболтать на разные темы. Очень чисто, уютно, хорошие материалы не с Дубровки или Садовода, как во многих салонах. Нет бешеной текучки людей, благодаря этому делают не тяп ляп, а очень старательно. Салон Лайм именно то место, где можно расслабиться, а не бегом сделать и уйти.. Оценка 100/10. Приду и не один раз",positive
"Отличное обслуживание,хорошая еда, большие порции,уютная атмосфера,всё что нужно есть,всегда готовы принять,добра и здоровья,это действительно хороший Армянский приём.",positive
"Кальян - отличный, на вкус всегда классный, чай - вкусный персонал - приветливый, работает быстро и качественно, атмосфера - оригинальная,стулья удобные, музыку ставят разную, подходящую, и громкость нормальная, можно поговорить спокойно.",positive
"Мой любимый салон обуви, всегда хороший ассортимент, обувью довольна ношу с удовольствием, особенно нравятся сумки, выбор очень большой. Девочки всегда помогают подобрать то что нужно именно мне!",positive
"Выбор магазинов не самый богатый, но учитывая размеры здания, вполне приемлимый. \nРасположение туалетов такое, что не с первого раза можно найти. Порядок там поддерживается. Чистота в самом бульваре тоже прилично поддерживается. Расположение удобное, в шаге от метро.",positive
"Друзья давно рекомендовали оформить карту Тинькофф банка. Так получилось, что тянул с этим. Наконец смог лично убедиться в удобстве использования сервисов данного банка, и в его клинентоориентированности в целом. Приятный кэшбэк. Например, на Яндекс Маркете он составляет от 5 при условии оплаты через приложение, либо курьеру службы доставки. Даже с учётом того что заказ мной был оплачен в пункте выдачи, через местный терминал, обратился в поддержку, кэшбэк начислили как полагается. Все нюансы объяснили.",positive
"Очень хороший домик, благожелательный персонал, тепло, по-настоящему горячая вода, а то вечно или еле тёплая, или на 2 человека. Нам, после похода было весьма комфортно помыться, разместиться.\nКстати, большой двор, где можно разместить свои средства передвижения.",positive
"Все подошло. Заказ отправили быстро, доставка 3 недели. После стирки катышек нет.",positive
"Отличное кафе, прекрасная кухня, кухня и официанты работают очень слаженно. Всегда свежие продукты с учётом своего магазина на первом этаже, где также можно приобрести продукты домой. Рекомендую, не пожалеете.",positive
"Пришли быстро : заказывала 3.01.18 ,пришли 16.01.18 .качество хорошее ,только ткань из кармана вылезает .Сделано для высоких видно- по длине большие и на попе .Подвернула и вообще нормально.Заказывала 26 размер ,и обхваты талии и бедер джинс вживую больше на 2 см, чем на таблице .Талия заужена как то",positive
Отличное кафе с домашней выпечкой и десертами. Вкусные завтраки и отличный кофе! Очень приятное впечатление от кафе! Рекомендую,positive
"Базовая водолазка отличного качества. Мягкая аккуратная, нормальная длина. Смотрится стильно, цена приятная особенно с купоном продавца,поэтому купила сразу две. Рекомендую однозначно, не пожалеете о покупке. И спасибо за быструю доставку.",positive
"Низкий поклон Эмирбекову Э.А. и всей его команде отделения ЧЛХ1! Очень оперативно сработали и помогли моему сыну! Я очень рада, что в критической ситуации мы оказались именно на вашем попечении! Всего самого доброго всем вам и вашим близким!",positive
"Очень удобный и крутой отель, чистота! Вежливость! Коллектив отеля как одна большая добрая семья( всегда приветливы и добры) развлечения от бассеина до настольного тениса, все что угодно, для курящих как я даже качель возле пепельнтцы, учтены и проработаны все мелочи для комфортного отдыха, даже своя шаурмечка, ребяткам от туда отдельное спасибо! (ребята вы крутые!!!). Приветливый водитель трансфера отель- море Ильхом очень доброй души Человек.... продолжать можно бесконечно... пожелание бассеин без разделения на взрослый и детский а так хотелось бы...!",positive
"Отличная гостиница. Номера чистые, комфортные. Свежий ремонт, видно, что ухаживают за зданием. Есть возможность взять завтраки по желанию. Расположение вполне комфортное. Если хочется пройти пешком - 25 минут до моря, всегда можно вызвать такси и доехать за 5 минут. Есть беседка, в которой можно комфортно посидеть с друзьями. Прямо напротив - небольшой универсальный магазин с пекарней.",positive
"Блузка очень хорошего качества, не просвечивает, без запаха. Пришла на почту ровно за 2 недели (Новосибирск). На мои 90-72-99 и рост 174 взяла L, но, возможно, удачнее был бы M, т.к. верх по размеру, а низ ну очень свободный получается (попробую ушить слегка). Цвет ОЧЕНЬ красивый, как на картинке. В целом, я довольна)",positive
Отличные трусики и пришло быстро спасибо продавцу ..,positive
"Прекрасная библиотека, грамотный и отзывчивый персонал, широкий выбор книг самых разных направлений и жанров, регулярно проводящиеся мероприятия - всё это делает каждое посещение Областной библиотеки незабываемым...",positive
"Хорошая рубашка, все как в описании товара. Размер подошёл.",positive
"Пользуюсь услугами банка достаточно давно. Из плюсов хочу назвать хорошие проценты по вкладам, накопительным счетам (при соблюдении условий до 11 ), раньше был большой выбор дебетовых карт, сейчас некоторые выгодные дебетовые карты более не открываются (например Польза ). Удобно, что почти все вопросы можно решить в онлайн-чате. Но есть и над чем поработать иногда два разных специалиста онлайн-поддержки могут предоставить разные ответы на один и тот же вопрос. Также иногда пропадает предыдущая история сообщений из чата. Если бы не эти два пункта, то было бы всё отлично.",positive
"Доброго времени суток😊\nХожу в данную студию на лазерную эпиляцию, уже 9 месяцев! Я в восторге от процедуры и от профессионалов данного дела🤍все на высшем уровне, а главное результат выше всех похвал❤️Так что если Вы собираетесь начать курс лазерной эпиляции, то скорее записывайте в данную студию к прекрасным феям к Натальи и Дарьи😍уверена на все 💯, вы будете больше, чем в восторге, и полюбите себя еще больше🫶🏼",positive
"Не первый раз заказываю зефирные пионы. Это просто шедевр. Вкус нежный, в меру сладкий, всë были в восторге!\nУпаковка выше всяких похвал!\nОтдельное спасибо менеджеру \nЕлене, вошла в положение, всë сделала как я просила. Очень приятный и доброжелательный в\nобщении человек.\nСпасибо всем огромное за радость и красоту!\nВы самые лучшие в Москве!!!!",positive
"суперские штанишки - очень теплые, сначала подумала, что короткие, но они тянутся и при одевании выяснилось, что ещё и запасик есть. Рекомендую! карманы очень удобные.",positive
"Давно и успешно пользуюсь услугами данной студии. \nПрекрасная атмосфера, высокий профессионализм команды! \nВсегда дружественная атмосфера и тёплый приём☺️\nТоп визажист, бровист -Анастасия Понька , этот мастер моя неподдельная любовь! 🫶🏻\nЕжемесячно делаю дизайн бровей у этой волшебницы , так же делала макияж, проходила у нее обучение… что могу сказать , Анастасия стопроцентный профессионал своего дела, умеет расположить к себе , работает на качество! \nТак же обращалась и к другим мастерам студии и ни разу не была разочарована результатом!Спасибо девочки, за ваш труд! \nСтудия кружева -рекомендосьен 😉😁",positive
"Персонал супер-повар Ленарочка умничка,атмосфера супер,время ожидание-все вовремя,еда отличная,вкусная,сытная,комфортное кафе,интерьер красивый,с ребенком советую сходить",positive
"До Питера посылка дошла за 2 недели.Комбез очень красивый,единственный минус-это то,что паетки на рукавах очень колются",positive
Качество хорошее.легкие.Размер L подошли на 50Рос.р-р.,positive
"Комфортно, безупречно чисто, всегда есть номера в наличии, рядом с метро. И при всем при этом очень демократичный ценник. Это прямо, ну что-то очень хорошее) Останавливался раз 5-6. Всегда все окей. Рекомендую!",positive
"Отличные сотрудники, всегда все на уровне! Спасибо",positive
приятный материал. быстрая доставка. соответствует описанию. советую!!,positive
"Здравствуйте! Возникла проблема с блокировкой виртуальной карты и средств на ней в выходные. При обращении в поддержку в чат соцсети в позднее ночное время ответ был получен в течении 15 мин, все инструкции от оператора были понятны и логичны. Блокировка карты была корректной из-за длительного отсутствия операций по ней с моей стороны. Доволен работой службы поддержки. Клиент банка с 2014 года, пока меня все устраивает, так бы и дальше. Успехов банку в дальнейшем развитии!",positive
"Чудесный салон, посетила впервые! Любезный администратор, чистота! Очень редко встретишь такую стерильность во всем. Мастер Лидия просто чудо! Рекомендую!!!!!!!",positive
Шикарно! На 44р М! Рост 173,positive
"Щи хороши, судак прекрасен и штрудель яблочный хорош. Тепло , уютно, сервис классен. И шарм дворца запомню тож!",positive
"Домик с шикарным видом на высоте 930 метров, вода горячая и холодная постоянно, очень чисто, хорошее постельное бельё и новые матрасы. Хозяева добродушные люди, приготовили замечательный завтрак и ужин. Есть мангал и все к нему необходимое. Спать тут - одно удовольствие. Сеть ловит хорошо, есть интернет, есть стиральная машинка. Место очень тихое - рекомендую",positive
"Писала подробный отзыв в халяве. Размер L ( 165/88A) подходит на 42, S размер, мои параметры 92-65-94. На фото видно как сидит. Цвет марсала, лучше передали первые 2 фотографии. Качество отличное, пошив фабричный, длина рукавов самого изделия подходит на рост 169 и выше.",positive
Рядом с домом,positive
"Очень хорошие джинсы, тёплые удобные, я рада очень!на нашу зиму в самый раз!качество отличное!",positive
Классное место. Кинотеатр с самым большим экраном в стране! Кафешки с панорамными окнами. Итальянский ресторан. Фонтан. Батутный парк. Детские атракционы. Детское кафе. Много интересных магазинов. Ашан. Паровозик. Маленькие машинки. Фитнес клуб. Расположение - Каширское шоссе. Подземный переход. Наземный переход оборудован светофором.,positive
качество приятное к телу,positive
"По будням есть бизнес- Ланс по весьма демократичной цене. Меню вкусное, персонал внимательный, учтивый. В зале есть отдельные помещения для проведения отдельных мероприятий( ДР, поминки и т.п.), парковка не большая но есть.",positive
"Отличное место жля отдыха!!!! 5 +за всё!!! Отличные номера, чистота, уют, все просто шикарно! Всё в шаговой доступности. А баня.... Это выше всех похвал, чай с медом, веники и вишенка на торте мини бассейн с подогревом. Рекомендую!!! Надеемся скоро приедем к вам снова! Спасибо за чудесный отдых!",positive
На размер L взяли 3xl и села как влитая,positive
"В начале сентября обратились за , очень понравилось, что банк абсолютно самостоятельно занимался сбором документов по квартире, сам занимался подбором и контактами с оценщиками, от нас потребовался только сбор справок, поэтому сбор документов для получения ипотеки занял у нас неделю с момента подачи заявки до заселения. Также я получила кредитную карту вместе с ипотекой, планируется покупка мебели, консультировались по порядку пользования кредитной картой. Вся наша семья пользуется услугами Россельхозбанка, и всем нам очень нравится этот банк",positive
Очень симпатичный гостевой дом! Персонал отзывчивый. Условия проживания замечательные! Расположение удобное.,positive
"Хорошее место внутри Тольятти. Спокойно, воздух такой, что в сон клонит.)) Несколько площадок спортивно-игроввх для детей. Детей, кстати, много, и все ""при деле"" без аттракционов, продажи мороженого и прочего. Просто гуляют, лазают, играют! И это хорошо. Сам парк небольшой легко пройти за 10-15 минут. Но ландшафт и конфигурация дорожек может сделать прогулку более продолжительной. Кстати, дорожки мягкие, не помню, как материал называется, но как на стадионах. Так что для любителей ходьбы и бега - дополнительный бонус. Тем более, что дорога меняет угол наклона и нагрузку. Парковка небольшая (машин на 10). Но места хватило (были в воскресенье). Только проблема с туалетом - он не работал. Это большой минус, особенно с детьми.",positive
"Если, объективно, то....цены, на мой взгляд повыше....с другой стороны, магазинчик под боком, чем куда либо идти, можно и ,пару, шанов сделать и уже в магазине......\nА, так, ассортименет, на должном уровне.",positive
"Санаторий хороший, атмосфера как-будто попадаешь в советское время)) персонал вежливый, чисто и уютно, в бассейне чистота, территория шикарная, всегда чистота и порядок ( рабочие с самого утра наводят порядок) питание на убой но в тоже время можно выбирать блюда и самое главное полезно!!! Вообще были в первый раз и всем остались довольны!!! Спасибо персооналу за представленный комфорт!!!",positive
"Регулярно делаем здесь мероприятия, отличное место. Персонал очень адекватный, заботливый, кухня хорошая, чисто, красиво! Все приветливые!",positive
Товар качественный. По размеру подошел. Супруга довольна. Рекомендую.,positive
"Хороший торговый центр. Всё чисто. Хороший кинотеатр . Много магазинов, есть рестораны, и детские комнаты, чистые и новые. Очень комфортное расположение и хорошая парковка.",positive
"Пальтишко хорошее, качественное. Только думала, что будет потолше, очень уж тоненькое. Но теплое. В уелом довольна",positive
"Согласен со всеми положительными отзывами. Тут простая, знакомая и понятная каждому русскому кухня. Без изысков. Как в еде, так и в интерьере. Все вкусное, малополезное и за умеренный и адекватный ценник. За 500-1000 руб на человека можно наесться «от пуза». Приятные молодые официанты. Но популярность имени и обратную сторону. Здесь всегда, особенно на выходных, когда приезжают туристы, не протолкнуться и шансов занять столик не много. \nОсновное пространство на втором этаже, на первом всего несколько столиков. На все заведение один единственный туалет и у него всегда очередь, учитывая что он расположен прямо у входа, это первое что вас встретит. Очередь в туалет)) Но, это мелочи. Главное- вкусно покушать, а тут с этим проблем нет.",positive
"Хочу поблагодарить сотрудника банка в городе кострома О-ва Вадима Витальевича за индивидуальный подход к решению моего вопроса. В ноябре у меня умерла мама и я не смогла вовремя внести оплату по двум договорам банка. Со мной связался Вадим Витальевич объяснил, что банк в моей ситуации может списать неустойки и за Счёт этого я смогу встать в график платежей по всем кредитным договорам. По договорённости с сотрудником банка я внесла минимальные платежи и мне сразу списали все штрафы, благодаря этому я сейчас не нахожусь на просрочке. Очень приятно, что в банке работают такие отзывчивые люди, за Счёт таких сотрудников и формируется мнение о банке.",positive
